datetime,instrument,label,pred,signal,strategy_opt_return,net_return,cum_ret
2025-12-01 00:00:00,ETHUSDT,-0.0006734133,-0.0007531074104486996,0,-0.0,-0.0,1.0
2025-12-01 00:10:00,ETHUSDT,-0.0013949871,-0.0004957645478482245,0,-0.0,-0.0,1.0
2025-12-01 00:20:00,ETHUSDT,-0.0019304156,-0.0008128023832256041,0,-0.0,-0.0,1.0
2025-12-01 00:30:00,ETHUSDT,-0.004110396,-0.0011958752192324754,-1,0.004110395908355713,0.003610395908355713,1.0036103959083558
2025-12-01 00:40:00,ETHUSDT,0.00053071976,-0.0010565567098371354,-1,-0.0005307197570800781,-0.0005307197570800781,1.0030777600428362
2025-12-01 00:50:00,ETHUSDT,-0.007482767,-0.0012521014113653667,-1,0.007482767105102539,0.007482767105102539,1.0105835573095447
2025-12-01 01:00:00,ETHUSDT,-0.00038814545,-9.628769922135004e-05,0,-0.0,-0.0005,1.01007826553089
2025-12-01 01:10:00,ETHUSDT,0.0029810667,-3.644473902853909e-05,0,0.0,0.0,1.01007826553089
2025-12-01 01:20:00,ETHUSDT,0.0066827536,-0.0004676572977997203,0,0.0,0.0,1.01007826553089
2025-12-01 01:30:00,ETHUSDT,0.003162384,-0.0008478569112754526,0,0.0,0.0,1.01007826553089
2025-12-01 01:40:00,ETHUSDT,-0.0011795759,-0.0015049234403269995,-1,0.0011795759201049805,0.0006795759201049805,1.0107646903975662
2025-12-01 01:50:00,ETHUSDT,0.0015146732,-0.001220003894200189,-1,-0.0015146732330322266,-0.0015146732330322266,1.009233712176127
2025-12-01 02:00:00,ETHUSDT,-0.00072824955,-0.0012288170066115254,-1,0.0007282495498657227,0.0007282495498657227,1.0099686861727286
2025-12-01 02:10:00,ETHUSDT,-0.007714629,-0.0012051843149407811,-1,0.007714629173278809,0.007714629173278809,1.0177602200631748
2025-12-01 02:20:00,ETHUSDT,0.001745224,-0.002059239960900181,-1,-0.0017452239990234375,-0.0017452239990234375,1.0159840005018692
2025-12-01 02:30:00,ETHUSDT,-0.0026177168,-0.002253392801642005,-1,0.0026177167892456055,0.0026177167892456055,1.018643558877588
2025-12-01 02:40:00,ETHUSDT,-0.007558346,-0.0021647696981298794,-1,0.007558345794677734,0.007558345794677734,1.026342819137106
2025-12-01 02:50:00,ETHUSDT,0.0015622377,-0.0022945437659512595,-1,-0.0015622377395629883,-0.0015622377395629883,1.0247394276513206
2025-12-01 03:00:00,ETHUSDT,-0.0037032366,-0.0013615175625213756,-1,0.0037032365798950195,0.0037032365798950195,1.0285342801846598
2025-12-01 03:10:00,ETHUSDT,0.002454877,-0.0015490457748195848,-1,-0.0024548768997192383,-0.0024548768997192383,1.0260093551396652
2025-12-01 03:20:00,ETHUSDT,0.0021971464,-0.0011275438298716492,-1,-0.0021971464157104492,-0.0021971464157104492,1.0237550623625347
2025-12-01 03:30:00,ETHUSDT,-0.00043666363,-0.0009916081096761223,0,-0.0,-0.0005,1.0232431848313535
2025-12-01 03:40:00,ETHUSDT,-0.008823991,-0.000595952132750296,0,-0.0,-0.0,1.0232431848313535
2025-12-01 03:50:00,ETHUSDT,-0.0053825974,-0.0008531488140638572,0,-0.0,-0.0,1.0232431848313535
2025-12-01 04:00:00,ETHUSDT,0.0016086102,0.00017498866046652048,0,0.0,0.0,1.0232431848313535
2025-12-01 04:10:00,ETHUSDT,0.0012151003,-0.00015654919217319803,0,0.0,0.0,1.0232431848313535
2025-12-01 04:20:00,ETHUSDT,-0.0063226223,-0.0007683581053647325,0,-0.0,-0.0,1.0232431848313535
2025-12-01 04:30:00,ETHUSDT,0.0057994127,0.00048265381817586646,0,0.0,0.0,1.0232431848313535
2025-12-01 04:40:00,ETHUSDT,-0.009063721,0.00039530936006603075,0,-0.0,-0.0,1.0232431848313535
2025-12-01 04:50:00,ETHUSDT,-0.006796539,0.000941064247741883,0,-0.0,-0.0,1.0232431848313535
