datetime,instrument,label,pred,signal,strategy_opt_return,net_return,cum_ret
2025-12-12 04:10:00,ETHUSDT,-0.012354732,-0.0016334434863195745,-1,0.012354731559753418,0.012354731559753418,2.6042950379743064
2025-12-12 04:20:00,ETHUSDT,-0.0040637255,-0.0012192010741360726,-1,0.004063725471496582,0.004063725471496582,2.614878178055415
2025-12-12 04:30:00,ETHUSDT,0.007274151,0.00131561942740259,1,0.007274150848388672,0.006774150848388671,2.632591757283722
2025-12-12 04:40:00,ETHUSDT,0.0037240982,-0.0013173268982277192,-1,-0.0037240982055664062,-0.004224098205566407,2.621471431165791
2025-12-12 04:50:00,ETHUSDT,-0.00063824654,-0.0016810584553638523,-1,0.0006382465362548828,0.0006382465362548828,2.6231445762266237
2025-12-12 05:00:00,ETHUSDT,0.010612011,-0.001895527561216625,-1,-0.010612010955810547,-0.010612010955810547,2.5953077372450317
2025-12-12 05:10:00,ETHUSDT,-0.0011904836,-0.0028547220143672982,-1,0.001190483570098877,0.001190483570098877,2.5983974084655723
2025-12-12 05:20:00,ETHUSDT,-0.004301131,-0.0010648761928084452,-1,0.004301130771636963,0.004301130771636963,2.6095734555160655
2025-12-12 05:30:00,ETHUSDT,-0.005555272,-0.001530809440547353,-1,0.005555272102355957,0.005555272102355957,2.6240703461325423
2025-12-12 05:40:00,ETHUSDT,-0.0014618635,-0.0028329767394655527,-1,0.0014618635177612305,0.0014618635177612305,2.6279063788395924
2025-12-12 05:50:00,ETHUSDT,-0.008276999,-0.0021553905754198546,-1,0.00827699899673462,0.00827699899673462,2.64965755730076
2025-12-12 06:00:00,ETHUSDT,-0.003581524,-0.0057643849410532345,-1,0.003581523895263672,0.003581523895263672,2.6591473691564986
2025-12-12 06:10:00,ETHUSDT,0.002449751,-0.005529388670878602,-1,-0.0024497509002685547,-0.0024497509002685547,2.652633120494961
2025-12-12 06:20:00,ETHUSDT,-0.004362166,-0.0037002754136366057,-1,0.004362165927886963,0.004362165927886963,2.6642043463123684
2025-12-12 06:30:00,ETHUSDT,-0.008120179,-0.0049122108545412695,-1,0.008120179176330566,0.008120179176330566,2.6858381629667836
2025-12-12 06:40:00,ETHUSDT,0.0021737814,-0.00236030579549089,-1,-0.002173781394958496,-0.002173781394958496,2.6799997379382567
2025-12-12 06:50:00,ETHUSDT,0.0033955574,-0.0018973164353691902,-1,-0.003395557403564453,-0.003395557403564453,2.67089964498655
