datetime,instrument,label,pred,signal,strategy_opt_return,net_return,cum_ret
2025-12-18 04:50:00,ETHUSDT,-0.0016899109,-0.00018543729517447752,0,-0.0,-0.0,4.028503202207494
2025-12-18 05:00:00,ETHUSDT,-0.00889945,-6.441441855679302e-05,0,-0.0,-0.0,4.028503202207494
2025-12-18 05:10:00,ETHUSDT,-0.0012969971,0.0003866494335405628,1,-0.0012969970703125,-0.0022969970703125,4.019249742154279
2025-12-18 05:20:00,ETHUSDT,-0.0019177198,0.0011732583384816177,1,-0.001917719841003418,-0.001917719841003418,4.011541947177801
2025-12-18 05:30:00,ETHUSDT,0.0058681965,0.001930619450060174,1,0.005868196487426758,0.005868196487426758,4.0350824635413955
2025-12-18 05:40:00,ETHUSDT,-0.0020741224,0.0003054444546969894,1,-0.002074122428894043,-0.002074122428894043,4.026713208501327
2025-12-18 05:50:00,ETHUSDT,-0.003906846,0.0009139984895556387,1,-0.003906846046447754,-0.003906846046447754,4.010981459922515
2025-12-18 06:00:00,ETHUSDT,0.0007277727,0.0020265104266272227,1,0.0007277727127075195,0.0007277727127075195,4.013900542780223
2025-12-18 06:10:00,ETHUSDT,0.002486229,0.0015905236579597053,1,0.0024862289428710938,0.0024862289428710938,4.0238800184834895
2025-12-18 06:20:00,ETHUSDT,0.0033842325,0.0012208968932648867,1,0.003384232521057129,0.003384232521057129,4.0374977641028735
2025-12-18 06:30:00,ETHUSDT,-0.0020229816,0.000735871338530119,1,-0.002022981643676758,-0.002022981643676758,4.029329980239708
2025-12-18 06:40:00,ETHUSDT,0.002901435,0.0014019689631291903,1,0.002901434898376465,0.002901434898376465,4.04102081886145
2025-12-18 06:50:00,ETHUSDT,-0.0020959377,0.0011075886773518277,1,-0.002095937728881836,-0.002095937728881836,4.032551090864001
2025-12-18 07:00:00,ETHUSDT,0.0010912418,0.0014226203655817269,1,0.0010912418365478516,0.0010912418365478516,4.036951579322369
2025-12-18 07:10:00,ETHUSDT,0.0018736124,0.0013594393024650268,1,0.001873612403869629,0.001873612403869629,4.044515261875208
2025-12-18 07:20:00,ETHUSDT,0.0032389164,0.0014612701801768914,1,0.0032389163970947266,0.0032389163970947266,4.057615108675196
