datetime,instrument,label,pred,signal,strategy_opt_return,net_return,cum_ret
2025-12-17 13:20:00,ETHUSDT,0.0007081032,0.002371786677393558,1,0.0007081031799316406,0.0007081031799316406,6.1129446058318315
2025-12-17 13:30:00,ETHUSDT,0.00079739094,0.002143496705837838,1,0.0007973909378051758,0.0007973909378051758,6.117819012463827
2025-12-17 13:40:00,ETHUSDT,0.0046192408,0.0023896056859812193,1,0.004619240760803223,0.004619240760803223,6.146078691413417
2025-12-17 13:50:00,ETHUSDT,0.00061810017,0.0016981185684692675,1,0.0006181001663208008,0.0006181001663208008,6.149877583674801
2025-12-17 14:00:00,ETHUSDT,0.00224936,0.0014390045873197243,1,0.0022493600845336914,0.0022493600845336914,6.163710872836288
2025-12-17 14:10:00,ETHUSDT,-0.00048810244,0.0008874046949458355,1,-0.00048810243606567383,-0.00048810243606567383,6.160702350544052
2025-12-17 14:20:00,ETHUSDT,0.0015611649,0.0009207342654182592,1,0.0015611648559570312,0.0015611648559570312,6.170320222541734
2025-12-17 14:30:00,ETHUSDT,0.0023522377,0.0008061722831964868,1,0.0023522377014160156,0.0023522377014160156,6.184834282399006
2025-12-17 14:40:00,ETHUSDT,0.0035680532,0.0003661873859990277,1,0.0035680532455444336,0.0035680532455444336,6.206902100433474
2025-12-17 14:50:00,ETHUSDT,0.0011355877,-0.00014960237520640182,-1,-0.0011355876922607422,-0.0016355876922607422,6.196750167750938
2025-12-17 15:00:00,ETHUSDT,-0.0036184192,-0.0003342344071656794,-1,0.0036184191703796387,0.0036184191703796387,6.2191726073519815
2025-12-17 15:10:00,ETHUSDT,-0.00042909384,5.386770974457515e-05,0,-0.0,-0.0005,6.216063021048305
2025-12-17 15:20:00,ETHUSDT,-0.00087988377,-6.177197427287226e-05,0,-0.0,-0.0,6.216063021048305
2025-12-17 15:30:00,ETHUSDT,-0.0012251139,-3.700476743418087e-05,0,-0.0,-0.0,6.216063021048305
2025-12-17 15:40:00,ETHUSDT,0.0014364719,-0.00011466749425676862,-1,-0.001436471939086914,-0.001936471939086914,6.20402578943645
2025-12-17 15:50:00,ETHUSDT,0.00045788288,-6.329948406578853e-05,0,0.0,-0.0005,6.200923776541733
2025-12-17 16:00:00,ETHUSDT,0.0018134117,-6.017412273032319e-05,0,0.0,0.0,6.200923776541733
2025-12-17 16:10:00,ETHUSDT,0.0020048618,-0.00015616505934322897,-1,-0.002004861831665039,-0.002504861831665039,6.185391319252809
2025-12-17 16:20:00,ETHUSDT,0.004843235,-0.00042392150072908266,-1,-0.004843235015869141,-0.004843235015869141,6.1554340154285505
