datetime,instrument,score,return,signal,pos_change,strat_ret,cum_ret,nav
2025-10-01 00:15:00,BTCUSDT,0.4993486840054256,-0.0004159212,0,0.0,-0.0,1.0,1.0
2025-10-01 00:30:00,BTCUSDT,0.4993486840054256,0.0023517609,0,0.0,0.0,1.0,1.0
2025-10-01 00:45:00,BTCUSDT,0.4957152162043618,0.00089502335,-1,1.0,-0.0013950233459472656,0.9986049766540528,0.9986049766540528
2025-10-01 01:00:00,BTCUSDT,0.4875477123413331,0.0002835989,-1,0.0,-0.0002835988998413086,0.9983217733812977,0.9983217733812977
2025-10-01 01:15:00,BTCUSDT,0.4883797245683796,0.00025975704,-1,0.0,-0.00025975704193115234,0.9980624522705487,0.9980624522705487
2025-10-01 01:30:00,BTCUSDT,0.50552705516134,0.0012786388,1,2.0,0.00027863883972167967,0.9983405512342193,0.9983405512342193
2025-10-01 01:45:00,BTCUSDT,0.47367210404508026,-0.00064110756,-1,2.0,-0.00035889244079589846,0.9979822543570414,0.9979822543570414
2025-10-01 02:00:00,BTCUSDT,0.44809461940068035,-0.00043702126,-1,0.0,0.00043702125549316406,0.9984183938148004,0.9984183938148004
2025-10-01 02:15:00,BTCUSDT,0.47310669575991654,-0.0008123517,-1,0.0,0.0008123517036437988,0.9992294606979651,0.9992294606979651
2025-10-01 02:30:00,BTCUSDT,0.4949806735455891,-0.0004926324,-1,0.0,0.0004926323890686035,0.9997217134944165,0.9997217134944165
2025-10-01 02:45:00,BTCUSDT,0.5002158477237991,0.0014778376,0,1.0,-0.0005,0.9992218526376694,0.9992218526376694
2025-10-01 03:00:00,BTCUSDT,0.4669472330875809,0.0002527237,-1,1.0,-0.0007527236938476563,0.9984697146737788,0.9984697146737788
2025-10-01 03:15:00,BTCUSDT,0.44994802498471637,-0.0012612343,-1,0.0,0.0012612342834472656,0.9997290189089092,0.9997290189089092
2025-10-01 03:30:00,BTCUSDT,0.4914954354586525,-0.0011945367,-1,0.0,0.0011945366859436035,1.0009232318979984,1.0009232318979984
2025-10-01 03:45:00,BTCUSDT,0.5248243837321289,0.0013046265,1,2.0,0.00030462646484375,1.0012281396037115,1.0012281396037115
2025-10-01 04:00:00,BTCUSDT,0.4906407934856636,0.0023196936,-1,2.0,-0.0033196935653686524,0.997904368991203,0.997904368991203
2025-10-01 04:15:00,BTCUSDT,0.45839536957756316,-0.0004068017,-1,0.0,0.000406801700592041,0.998310318185537,0.998310318185537
2025-10-01 04:30:00,BTCUSDT,0.48542291100190865,-0.0024060607,-1,0.0,0.0024060606956481934,1.0007123134041833,1.0007123134041833
2025-10-01 04:45:00,BTCUSDT,0.5175927681596962,0.0028425455,1,2.0,0.0018425455093383789,1.002556171383386,1.002556171383386
2025-10-01 05:00:00,BTCUSDT,0.47164771523176713,1.04904175e-05,-1,2.0,-0.0010104904174804688,1.001543097979217,1.001543097979217
2025-10-01 05:15:00,BTCUSDT,0.5061050704128426,-0.00036495924,1,2.0,-0.0013649592399597168,1.0001760324734124,1.0001760324734124
2025-10-01 05:30:00,BTCUSDT,0.46102616020598136,-4.351139e-06,-1,2.0,-0.0009956488609313965,0.9991802083459493,0.9991802083459493
2025-10-01 05:45:00,BTCUSDT,0.47024327084943907,-7.247925e-05,-1,0.0,7.2479248046875e-05,0.9992526281761136,0.9992526281761136
2025-10-01 06:00:00,BTCUSDT,0.486515194657603,-0.0015056133,-1,0.0,0.0015056133270263672,1.0007571162501616,1.0007571162501616
2025-10-01 06:15:00,BTCUSDT,0.528178781777268,0.0011072159,1,2.0,0.00010721588134765623,1.0008644133063955,1.0008644133063955
2025-10-01 06:30:00,BTCUSDT,0.48272114305894703,-0.0021361709,-1,2.0,0.0011361708641052246,1.002001566291714,1.002001566291714
2025-10-01 06:45:00,BTCUSDT,0.5297387064022652,0.000870347,1,2.0,-0.00012965297698974611,1.001871653805696,1.001871653805696
2025-10-01 07:00:00,BTCUSDT,0.49334030983496785,0.001683116,-1,2.0,-0.0026831159591674805,0.9991835159823323,0.9991835159823323
2025-10-01 07:15:00,BTCUSDT,0.49043663480306454,-0.00029867887,-1,0.0,0.0002986788749694824,0.999481950990774,0.999481950990774
2025-10-01 07:30:00,BTCUSDT,0.5038399993487163,9.083748e-05,0,1.0,-0.0005,0.9989822100152786,0.9989822100152786
2025-10-01 07:45:00,BTCUSDT,0.500520197654671,0.00047254562,0,0.0,0.0,0.9989822100152786,0.9989822100152786
2025-10-01 08:00:00,BTCUSDT,0.4935974105836678,0.0043646097,-1,1.0,-0.004864609718322754,0.9941225514480069,0.9941225514480069
2025-10-01 08:15:00,BTCUSDT,0.4574411165611085,0.00479424,-1,0.0,-0.0047942399978637695,0.9893564893490765,0.9893564893490765
2025-10-01 08:30:00,BTCUSDT,0.45050919751289303,0.0041025877,-1,0.0,-0.004102587699890137,0.9852975675850665,0.9852975675850665
2025-10-01 08:45:00,BTCUSDT,0.48902845066304595,0.0012019873,-1,0.0,-0.0012019872665405273,0.9841132524550759,0.9841132524550759
2025-10-01 09:00:00,BTCUSDT,0.4715098947987247,-5.340576e-05,-1,0.0,5.340576171875e-05,0.9841658097729408,0.9841658097729408
2025-10-01 09:15:00,BTCUSDT,0.469943360685201,0.0013495684,-1,0.0,-0.0013495683670043945,0.982837610728184,0.982837610728184
2025-10-01 09:30:00,BTCUSDT,0.47336258280378396,0.000187397,-1,0.0,-0.00018739700317382812,0.982653429905327,0.982653429905327
2025-10-01 09:45:00,BTCUSDT,0.4975775459237849,-0.0013285279,-1,0.0,0.0013285279273986816,0.9839589124299103,0.9839589124299103
2025-10-01 10:00:00,BTCUSDT,0.4824624118236345,-0.0002323389,-1,0.0,0.00023233890533447266,0.9841875243665184,0.9841875243665184
2025-10-01 10:15:00,BTCUSDT,0.5636945494359228,0.0003736019,1,2.0,-0.0006263980865478516,0.9835710311844509,0.9835710311844509
2025-10-01 10:30:00,BTCUSDT,0.4773349691577348,-5.185604e-06,-1,2.0,-0.000994814395904541,0.982592560563234,0.982592560563234
